Model,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elasttime
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,25/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 0.00010000000000000003
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0462,0.9888,1635795472,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,26/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 0.00010000000000000003
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9888,1635795482,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,27/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9888,1635795493,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,28/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9888,1635795504,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,29/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9888,1635795514,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,30/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795525,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,31/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795536,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,32/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795546,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,33/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-05
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795557,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,34/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795568,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,35/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795578,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,36/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795589,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,37/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795600,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,38/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795611,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,39/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795621,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,40/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000004e-06
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795632,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,41/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795643,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,42/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795653,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,43/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795664,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,44/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795675,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,45/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795685,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,46/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795696,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,47/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-07
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795707,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,48/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-08
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795717,0m 11s
"Sequential(
  (0): Conv2d(1, 6, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2))
  (1): ReLU()
  (2): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (3): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))
  (4): ReLU()
  (5): AvgPool2d(kernel_size=2, stride=2, padding=0)
  (6): Flatten(start_dim=1, end_dim=-1)
  (7): Linear(in_features=400, out_features=120, bias=True)
  (8): ReLU()
  (9): Linear(in_features=120, out_features=84, bias=True)
  (10): ReLU()
  (11): Linear(in_features=84, out_features=10, bias=True)
)",pytorch,mnist,49/49,CrossEntropyLoss(),"SGD (
Parameter Group 0
    dampening: 0
    initial_lr: 0.1
    lr: 1.0000000000000005e-08
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)",<torch.optim.lr_scheduler.StepLR object at 0x7f8de64de730>,0.0133,0.9963,0.0463,0.9887,1635795728,0m 11s